,user_id,combined_features
8875,212937,212937 0 paid_ins_organicpartnership app_ios iOS App14.0
8883,131206,131206 241 paid_ins_organicebbonus5 app_android Android App04.0
8888,55441,55441 204 paid_ins_organicebbonus5 app_android Android App04.0
8923,248,248 316 paid_ins_organicebbonus5 app_android Android App04.0
8924,78268,78268 4 paid_ins_organicpartnership app_ios iOS App04.0
8926,148648,148648 307 paid_rtg_googleadwords_intfriend app_android Android App04.0
8928,135054,135054 1 paid_ins_naversign up app_ios iOS App04.0
8943,198014,198014 287 paid_ins_organicsign up app_android Android App04.0
8949,18028,18028 316 paid_ins_organicebbonus5 app_android Android App04.0
8970,193291,193291 129 paid_ins_organicsign up app_android Android App04.0
9033,244668,244668 0 paid_rtg_criteonew_intpartnership app_android Android App14.0
9093,62588,62588 0 paid_ins_organicpartnership app_android Android App14.0
9098,124400,124400 331 paid_ins_organicebbonus5 app_android Android App04.0
9140,91970,91970 201 paid_ins_organicshinhan6000 app_android Android App04.0
9144,38806,38806 0 paid_ins_organicfriend app_android Android App14.0
9154,224521,224521 7 paid_ins_organicsign up app_ios iOS App04.0
9165,11027,11027 83 paid_ins_organicfriend app_ios iOS App04.0
9193,87085,87085 302 paid_ins_organicebbonus5 app_ios iOS App04.0
9209,61688,61688 0 paid_ins_Facebook Adssign up app_android Android App14.0
9217,71805,71805 218 paid_ins_organicsign up app_android Android App04.0
9231,155328,155328 235 paid_ins_organicebbonus5 app_ios iOS App04.0
9237,191436,191436 42 paid_ins_organicfriend app_ios iOS App04.0
9239,194519,194519 253 paid_ins_organicebbonus5 app_android Android App04.0
9243,57855,57855 327 paid_ins_organicebbonus5 app_android Android App04.0
9250,190942,190942 318 paid_ins_organicebbonus5 app_ios iOS App04.0
9264,139519,139519 6 Directfriend app_android Android App04.0
9266,33830,33830 336 paid_ins_organicebbonus5 app_ios iOS App04.0
9274,76534,76534 11 paid_ins_organicfriend app_android Android App04.0
9324,145840,145840 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
9377,102260,102260 298 paid_ins_af_bannerebbonus5 app_android Android App04.0
9434,136370,136370 248 paid_ins_organicsign up app_ios iOS App04.0
9456,133774,133774 35 paid_ins_organicfriend app_ios iOS App04.0
9463,225382,225382 129 paid_ins_organicsign up app_android Android App04.0
9518,118824,118824 4 paid_ins_organicpartnership app_android Android App04.0
9521,114751,114751 164 paid_ins_organicsign up app_android Android App04.0
9527,249427,249427 86 paid_ins_organicsign up app_ios iOS App04.0
9554,6270,6270 328 paid_ins_organicebbonus5 app_ios iOS App04.0
9583,109644,109644 316 paid_ins_organicsms5000 app_ios iOS App04.0
9597,230418,230418 288 paid_ins_organicvipbonus app_ios iOS App04.0
9618,241775,241775 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
9625,44742,44742 310 paid_ins_af_bannerebbonus5 app_android Android App04.0
9641,193318,193318 301 paid_ins_organicebbonus5 app_ios iOS App04.0
9668,10310,10310 226 paid_ins_organicebbonus5 app_ios iOS App04.0
9673,52192,52192 6 paid_ins_organicpartnership app_ios iOS App04.0
9688,152271,152271 341 paid_ins_organicebbonus5 app_android Android App04.0
9710,27565,27565 267 paid_ins_organicvisa app_android Android App04.0
9716,65625,65625 297 paid_ins_organicebbonus5 app_ios iOS App04.0
9722,152755,152755 85 paid_ins_Apple Search Adssign up app_ios iOS App04.0
9749,66369,66369 21 paid_ins_organicpartnership app_ios iOS App04.0
9754,67155,67155 300 Directebbonus5 app_android Android App04.0
9790,200599,200599 313 paid_ins_organicsign up app_android Android App04.0
9825,50082,50082 309 paid_ins_organicebbonus5 app_ios iOS App04.0
9827,159612,159612 0 paid_ins_organicpartnership app_ios iOS App14.0
9855,43005,43005 311 paid_ins_organicebbonus5 app_android Android App04.0
9861,249400,249400 266 paid_ins_organicsign up app_ios iOS App04.0
9867,86945,86945 122 paid_ins_organickinda app_android Android App04.0
9918,121702,121702 0 paid_ins_organicsign up app_ios iOS App14.0
9930,35844,35844 304 paid_ins_organicebbonus5 app_ios iOS App04.0
9954,31472,31472 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
9960,129037,129037 18 paid_ins_organicsign up app_ios iOS App04.0
9989,194356,194356 98 paid_ins_organicsign up app_android Android App04.0
9991,184090,184090 103 paid_ins_organicpartnership app_android Android App04.0
9999,18399,18399 12 paid_ins_organicsign up app_ios iOS App04.0
10004,94187,94187 0 paid_ins_restrictedsign up app_android Android App14.0
10024,69753,69753 307 paid_ins_googleadwords_intsign up app_android Android App04.0
10035,199522,199522 318 paid_ins_organicebbonus5 app_ios iOS App04.0
10100,131784,131784 105 paid_ins_googleadwords_intfriend app_android Android App04.0
10114,9570,9570 18 paid_ins_organicfriend app_android Android App04.0
10131,135585,135585 65 paid_ins_googleadwords_intsign up app_android Android App04.0
10141,145422,145422 147 paid_ins_Facebook Adssign up app_android Android App04.0
10148,208007,208007 0 paid_ins_organicpartnership app_ios iOS App14.0
10155,65134,65134 285 paid_ins_af_bannerebbonus5 app_ios iOS App04.0
10179,111494,111494 136 paid_ins_googleadwords_intfriend app_android Android App04.0
10197,144109,144109 0 paid_ins_Apple Search Adsfriend app_ios iOS App14.0
10242,61552,61552 248 paid_ins_organicsamsung10000 app_android Android App04.0
10257,43125,43125 293 paid_ins_organicsign up app_android Android App04.0
10298,93187,93187 325 paid_ins_organicebbonus5 app_android Android App04.0
10335,165874,165874 103 paid_ins_organicpartnership app_android Android App04.0
10354,158976,158976 37 paid_ins_organicsign up app_ios iOS App04.0
10364,209326,209326 116 paid_ins_organicpartnership app_android Android App04.0
10367,122814,122814 0 paid_ins_organicpartnership app_android Android App14.0
10379,210514,210514 99 paid_ins_googleadwords_intsign up app_android Android App04.0
10388,32791,32791 306 paid_ins_organicebbonus5 app_ios iOS App04.0
10399,20726,20726 123 paid_ins_organicsign up app_android Android App04.0
10416,105925,105925 262 paid_ins_organicsign up app_ios iOS App04.0
10427,167985,167985 136 Directpartnership app_android Android App04.0
10444,158542,158542 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
10465,115825,115825 224 paid_ins_Facebook Adssign up app_android Android App04.0
10501,211279,211279 245 paid_ins_organicebbonus5 app_ios iOS App04.0
10521,136809,136809 0 paid_ins_crmsign up app_ios iOS App14.0
10523,220903,220903 239 paid_ins_organicsign up app_android Android App04.0
10555,41788,41788 90 paid_ins_organicfriend app_android Android App04.0
10620,104444,104444 0 paid_ins_organicpartnership app_android Android App14.0
10621,79824,79824 6 paid_ins_Facebook Adssign up app_ios iOS App04.0
10643,6417,6417 0 paid_ins_organicfriend app_android Android App14.0
10649,71411,71411 306 paid_ins_organicvipbonus app_android Android App04.0
10650,143157,143157 2 paid_ins_organicsign up app_android Android App04.0
10660,12320,12320 0 paid_ins_Facebook Adssign up app_android Android App14.0
10679,145388,145388 143 paid_ins_organicsign up app_ios iOS App04.0
10705,130157,130157 240 paid_ins_organicsign up app_ios iOS App04.0
10724,148237,148237 308 paid_ins_organickakaopush app_android Android App04.0
10733,42849,42849 0 paid_ins_organicfriend app_android Android App14.0
10750,36227,36227 253 paid_ins_organicebbonus5 app_ios iOS App04.0
10778,18996,18996 276 paid_ins_organicsign up app_android Android App04.0
10801,229008,229008 314 paid_ins_organicebbonus5 app_android Android App04.0
10802,242359,242359 255 paid_ins_organicebbonus5 app_android Android App04.0
10803,7784,7784 2 paid_ins_organicfriend app_android Android App04.0
10851,2255,2255 1 paid_ins_af_bannersign up app_ios iOS App04.0
10870,47127,47127 191 paid_ins_organicsign up app_android Android App04.0
10876,48944,48944 1 paid_ins_organicpartnership app_android Android App04.0
10878,232175,232175 255 paid_ins_navervisa app_ios iOS App04.0
10901,239219,239219 303 paid_ins_organicebbonus5 app_android Android App04.0
10909,145101,145101 290 paid_ins_organicvip15000 app_android Android App04.0
10920,42841,42841 18 paid_ins_organicfriend app_ios iOS App04.0
10933,86306,86306 314 paid_ins_organicebbonus5 app_android Android App04.0
10940,211270,211270 322 paid_ins_organicebbonus5 app_android Android App04.0
10953,30655,30655 305 paid_ins_organicebbonus5 app_ios iOS App04.0
10955,121048,121048 182 paid_ins_af_bannersign up app_ios iOS App04.0
10965,182715,182715 201 paid_ins_organicfriend app_android Android App04.0
10968,112174,112174 167 paid_ins_organicfriend app_ios iOS App04.0
10981,167516,167516 306 Directebbonus5 app_android Android App04.0
10992,248753,248753 147 paid_ins_organicsign up app_ios iOS App04.0
11006,192414,192414 287 paid_ins_organicsign up app_android Android App04.0
11011,214085,214085 196 paid_ins_organicapp5000bonus app_ios iOS App04.0
11020,172567,172567 80 paid_ins_Apple Search Adssign up app_ios iOS App04.0
11032,17206,17206 0 paid_ins_organicsign up app_ios iOS App14.0
11034,166163,166163 135 paid_ins_organicsign up app_ios iOS App04.0
11044,91209,91209 297 paid_ins_organicsign up app_android Android App04.0
11047,111556,111556 14 Directfriend app_ios iOS App04.0
11068,66496,66496 264 paid_ins_organicsign up app_ios iOS App04.0
11076,236772,236772 0 paid_ins_organicfriend app_android Android App14.0
11085,231614,231614 195 paid_ins_organicvisa5000 app_ios iOS App04.0
11096,215574,215574 104 paid_ins_organicpartnership app_android Android App04.0
11105,195897,195897 309 paid_ins_Apple Search Adsebbonus5 app_ios iOS App04.0
11108,12783,12783 0 Directsign up app_android Android App14.0
11111,105901,105901 0 paid_ins_organicsign up app_ios iOS App14.0
11127,118532,118532 336 paid_ins_organicebbonus5 app_android Android App04.0
11157,59836,59836 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
11192,51112,51112 237 paid_ins_organicsign up app_ios iOS App04.0
11199,58836,58836 134 paid_ins_organicsign up app_android Android App04.0
11270,66624,66624 178 paid_ins_organicsign up app_ios iOS App04.0
11325,180345,180345 37 paid_ins_organicsign up app_ios iOS App04.0
11340,108196,108196 258 paid_ins_organicsign up app_ios iOS App04.0
11355,83658,83658 0 Directsign up app_ios iOS App14.0
11359,229167,229167 0 paid_ins_organicpartnership app_android Android App14.0
11370,68159,68159 2 paid_ins_googleadwords_intsign up app_android Android App04.0
11372,206706,206706 34 paid_ins_organicfriend app_ios iOS App04.0
11376,101372,101372 109 paid_ins_af_bannersign up app_ios iOS App04.0
11380,188872,188872 246 paid_ins_organicfriend app_android Android App04.0
11386,245572,245572 0 paid_ins_organicpartnership app_ios iOS App14.0
11395,179947,179947 0 paid_ins_Facebook Adssign up app_android Android App14.0
11401,91626,91626 326 paid_ins_organicfriend app_android Android App04.0
11409,186903,186903 317 paid_ins_organicebbonus5 app_android Android App04.0
11414,243814,243814 170 paid_ins_organicsign up app_ios iOS App04.0
11444,163110,163110 340 paid_ins_organicebbonus5 app_ios iOS App04.0
11461,173564,173564 199 paid_ins_organicsign up app_android Android App04.0
11464,14903,14903 0 paid_ins_organicfriend app_ios iOS App14.0
11473,93919,93919 300 paid_ins_organicebbonus5 app_android Android App04.0
11479,193014,193014 296 paid_ins_organicvipbonus app_android Android App04.0
11492,145216,145216 129 paid_ins_organicsign up app_ios iOS App04.0
11498,112935,112935 4 paid_ins_organicpartnership app_android Android App04.0
11504,68165,68165 311 paid_ins_organicebbonus5 app_android Android App04.0
11511,106613,106613 97 paid_ins_organicsign up app_ios iOS App04.0
11536,186829,186829 292 paid_ins_organicvipbonus app_android Android App04.0
11554,185985,185985 120 paid_ins_organicsign up app_android Android App04.0
11563,179727,179727 83 paid_ins_organicfriend app_android Android App04.0
11578,104623,104623 133 paid_ins_naverpartnership app_ios iOS App04.0
11586,92552,92552 318 paid_ins_organicfriend app_android Android App04.0
11624,194096,194096 0 paid_ins_organicpartnership app_ios iOS App14.0
11677,235320,235320 11 paid_ins_organicsign up app_ios iOS App04.0
11691,212546,212546 0 Directfriend app_ios iOS App14.0
11696,58980,58980 122 paid_ins_organicsign up app_ios iOS App04.0
11702,116294,116294 327 Directebbonus5 app_android Android App04.0
11706,171670,171670 2 paid_ins_organicpartnership app_android Android App04.0
11728,45089,45089 130 paid_ins_organicfriend app_android Android App04.0
11736,107737,107737 322 paid_ins_organicebbonus5 app_android Android App04.0
11753,152090,152090 0 paid_ins_organicsign up app_ios iOS App14.0
11783,64242,64242 155 paid_ins_organicsign up app_android Android App04.0
11818,207320,207320 150 paid_ins_organicsign up app_ios iOS App04.0
11879,54777,54777 0 paid_ins_organicsign up app_ios iOS App14.0
11894,153405,153405 90 paid_ins_organicpartnership app_android Android App04.0
11914,153841,153841 208 paid_ins_organicsign up app_ios iOS App04.0
11925,114002,114002 214 paid_ins_organicsign up app_android Android App04.0
11926,188765,188765 235 paid_ins_organicsign up app_android Android App04.0
11935,26304,26304 245 paid_ins_organicsign up app_android Android App04.0
11941,49658,49658 0 paid_ins_organicfriend app_android Android App14.0
11960,57930,57930 1 paid_ins_organicpartnership app_android Android App04.0
11965,243423,243423 313 paid_ins_organicebbonus5 app_android Android App04.0
11974,226708,226708 308 paid_ins_organicebbonus5 app_android Android App04.0
11983,159453,159453 319 paid_ins_organicebbonus5 app_android Android App04.0
12044,208714,208714 325 paid_ins_organicebbonus5 app_ios iOS App04.0
12052,195233,195233 1 Directsign up app_android Android App04.0
12073,58863,58863 328 paid_ins_organicebbonus5 app_android Android App04.0
12075,160410,160410 216 paid_ins_organicvisa app_android Android App04.0
12087,40745,40745 0 paid_ins_organicsign up app_ios iOS App14.0
12115,93925,93925 0 paid_ins_organicsign up app_ios iOS App14.0
12117,81848,81848 336 paid_ins_organicebbonus5 app_ios iOS App04.0
12127,126166,126166 22 paid_ins_googleadwords_intsign up app_android Android App04.0
12175,98806,98806 134 paid_ins_organicsign up app_android Android App04.0
12179,61001,61001 319 paid_ins_organicebbonus5 app_ios iOS App04.0
12182,97842,97842 0 paid_ins_Facebook Adssign up app_android Android App14.0
12183,52359,52359 335 paid_ins_organicebbonus5 app_ios iOS App04.0
12187,193866,193866 126 paid_ins_restrictedsign up app_android Android App04.0
12199,42450,42450 0 paid_ins_organicpartnership app_ios iOS App14.0
12210,236179,236179 1 paid_ins_organicfriend app_android Android App04.0
12241,107850,107850 23 paid_ins_organicfriend app_ios iOS App04.0
12245,76550,76550 321 paid_ins_organicebbonus5 app_android Android App04.0
12251,120336,120336 105 paid_ins_organicpartnership app_android Android App04.0
12260,11305,11305 114 paid_ins_organicfriend app_ios iOS App04.0
12261,236658,236658 79 paid_ins_organicpartnership app_ios iOS App04.0
12297,158854,158854 279 paid_ins_organicebbonus5 app_android Android App04.0
12321,153834,153834 315 paid_ins_organicebbonus5 app_android Android App04.0
12339,104948,104948 186 paid_ins_organicsign up app_android Android App04.0
12348,216174,216174 328 Directebbonus5 app_android Android App04.0
12363,59160,59160 31 paid_ins_organicfriend app_android Android App04.0
12395,22178,22178 165 paid_ins_organicsign up app_android Android App04.0
12503,10329,10329 308 paid_ins_organicebbonus5 app_ios iOS App04.0
12505,64854,64854 220 paid_ins_organicsuperpr app_android Android App04.0
12514,104764,104764 340 paid_ins_organicebbonus5 app_ios iOS App04.0
12527,79970,79970 54 paid_ins_organicfriend app_ios iOS App04.0
12539,65647,65647 178 paid_ins_af_bannersign up app_ios iOS App04.0
12540,115552,115552 308 paid_ins_organicvipbonus app_android Android App04.0
12560,60001,60001 101 Directpartnership app_ios iOS App04.0
